CustomerID,CardNumber
127,15056453132851
128,15056453711468
129,15056453006581
130,15056453799627
131,15056453353077
132,15056453455951
133,15056453365713
134,15056453538195
135,15056453770023
136,15056453016372
137,15056453062474
138,15056453621618
139,15056453477550
140,15056453114096
141,15056453065132
142,15056453976009
143,15056453542815
144,15056453232992
145,15056453363386
146,15056453720614
147,15056453435452
148,15056453886525
149,15056453841311
150,15056453055465
151,15056453933341
152,15056453828051
153,15056453609629
154,15056453028879
155,15056453513267
156,15056453924378
157,15056453826480
158,15056453628689
159,15056453901481
160,15056453910379
161,15056453515361
162,15056453403397
163,15056453637580
164,15056453829518
165,15056453185376
166,15056453784442
167,15056453474737
168,15056453795917
169,15056453289047
170,15056453569662
171,15056453121438
172,15056453554265
173,15056453402762
174,15056453777341
175,15056453001295
176,15056453402409
177,15056453579417
178,15056453976353
179,15056453553208
180,15056453183701
181,15056453092918
182,15056453175138
183,15056453040949
184,15056453274996
185,15056453077928
186,15056453543976
187,15056453644362
188,15056453539005
189,15056453141009
190,15056453656196
191,15056453717224
192,15056453405826
193,15056453939634
194,15056453404895
195,15056453017372
196,15056453425253
197,15056453924643
198,15056453215013
199,15056453407081
200,15056453057281
201,15056453184020
202,15056453188349
203,15056453966764
204,15056453942894
205,15056453969793
206,15056453212984
207,15056453731004
208,15056453701756
209,15056453026651
210,15056453037304
211,15056453319307
212,15056453348983
213,15056453241276
214,15056453301396
215,15056453668932
216,15056453773977
217,15056453354311
218,15056453472049
219,15056453523284
220,15056453867510
221,15056453066749
222,15056453400648
223,15056453300794
224,15056453195734
225,15056453890807
226,15056453799682
227,15056453042817
228,15056453217194
229,15056453374011
230,15056453460536
231,15056453071473
232,15056453363200
233,15056453632372
234,15056453333783
235,15056453314520
236,15056453170405
237,15056453458400
238,15056453126030
239,15056453648238
240,15056453649629
241,15056453973403
242,15056453613573
243,15056453969231
244,15056453024451
245,15056453178696
246,15056453531795
247,15056453260239
248,15056453834954
249,15056453402884
250,15056453169301
251,15056453716713
252,15056453144906
253,15056453661276
254,15056453553131
255,15056453385114
256,15056453726758
257,15056453368876
258,15056453546728
259,15056453437657
260,15056453851710
261,15056453733797
262,15056453871279
263,15056453850407
264,15056453763121
265,15056453789048
266,15056453879309
267,15056453641751
268,15056453743068
269,15056453473728
270,15056453132649
271,15056453704042
272,15056453222613
273,15056453114951
274,15056453022234
275,15056453489040
276,15056453367036
277,15056453829604
278,15056453981018
279,15056453216245
280,15056453795164
281,15056453841450
282,15056453198451
283,15056453074749
284,15056453438298
285,15056453613062
286,15056453049304
287,15056453486424
288,15056453622910
289,15056453916074
290,15056453924567
291,15056453197869
292,15056453257980
293,15056453864289
294,15056453831121
295,15056453541780
296,15056453902659
297,15056453459500
298,15056453857462
299,15056453309665
300,15056453665119
301,15056453988685
302,15056453872544
303,15056453983437
304,15056453062092
305,15056453806879
306,15056453776642
307,15056453109819
308,15056453316583
309,15056453010416
310,15056453439958
311,15056453159705
312,15056453040268
313,15056453455718
314,15056453701388
315,15056453160560
316,15056453185581
317,15056453084031
318,15056453945700
319,15056453043363
320,15056453275937
321,15056453001241
322,15056453285471
323,15056453432553
324,15056453785931
325,15056453911559
326,15056453890215
327,15056453409344
328,15056453545511
329,15056453830565
330,15056453793190
331,15056453586227
332,15056453086279
333,15056453661957
334,15056453273292
335,15056453037612
336,15056453015554
337,15056453380196
338,15056453776666
339,15056453380947
340,15056453585765
341,15056453968390
342,15056453675525
343,15056453894344
344,15056453526231
345,15056453180340
346,15056453810847
347,15056453982873
348,15056453616667
349,15056453571332
350,15056453456156
351,15056453374489
352,15056453589197
353,15056453817973
354,15056453387188
355,15056453146896
356,15056453465453
357,15056453910682
358,15056453075242
359,15056453501641
360,15056453194478
361,15056453326277
362,15056453918601
363,15056453394211
364,15056453295832
365,15056453964016
366,15056453364499
367,15056453599572
368,15056453178287
369,15056453465084
370,15056453841432
371,15056453136211
372,15056453481998
373,15056453090299
374,15056453241738
375,15056453350935
376,15056453352062
377,15056453143081
378,15056453391608
379,15056453892504
380,15056453818214
381,15056453300499
382,15056453873569
383,15056453182079
384,15056453267230
385,15056453922310
386,15056453377317
387,15056453223683
388,15056453845808
389,15056453958800
390,15056453134165
391,15056453411913
392,15056453429754
393,15056453772617
394,15056453860134
395,15056453372410
396,15056453899927
397,15056453795071
398,15056453362807
399,15056453079265
400,15056453915332
401,15056453848303
402,15056453650217
403,15056453645336
404,15056453993843
405,15056453240820
406,15056453704669
407,15056453878702
408,15056453215668
409,15056453616249
410,15056453227235
411,15056453893388
412,15056453588595
413,15056453841175
414,15056453490402
415,15056453660090
416,15056453913764
417,15056453606450
418,15056453541115
419,15056453496179
420,15056453110424
421,15056453707132
422,15056453563239
423,15056453388179
424,15056453474763
425,15056453138298
426,15056453780192
427,15056453977421
428,15056453621026
429,15056453074207
430,15056453322854
431,15056453973857
432,15056453703501
433,15056453227322
434,15056453675150
435,15056453883840
436,15056453606700
437,15056453210620
438,15056453091210
439,15056453456767
440,15056453760174
441,15056453980648
442,15056453008488
443,15056453369348
444,15056453157178
445,15056453638415
446,15056453204318
447,15056453917515
448,15056453895109
449,15056453145852
450,15056453327594
451,15056453739481
452,15056453839231
453,15056453302495
454,15056453424522
455,15056453342458
456,15056453844628
457,15056453291809
458,15056453751749
459,15056453143678
460,15056453580772
461,15056453086877
462,15056453204292
463,15056453954210
464,15056453831251
465,15056453226464
466,15056453397062
467,15056453527728
468,15056453085026
469,15056453980450
470,15056453862776
471,15056453265772
472,15056453151996
473,15056453941007
474,15056453143821
475,15056453678771
476,15056453145904
477,15056453950111
478,15056453473535
479,15056453111478
480,15056453984302
481,15056453047255
482,15056453201061
483,15056453164221
484,15056453924376
485,15056453201893
486,15056453420493
487,15056453598301
488,15056453132971
489,15056453970855
490,15056453657567
491,15056453974777
492,15056453025510
493,15056453094057
494,15056453952773
495,15056453746556
496,15056453878988
497,15056453934093
498,15056453988353
499,15056453286539
500,15056453773266
501,15056453277330
502,15056453411793
503,15056453759163
504,15056453757598
505,15056453475398
506,15056453096678
507,15056453229547
508,15056453693253
509,15056453644069
510,15056453886618
511,15056453707686
512,15056453018467
513,15056453095663
514,15056453222957
515,15056453588892
516,15056453496437
517,15056453843858
518,15056453786888
519,15056453861130
520,15056453539533
521,15056453347754
522,15056453574038
523,15056453038664
524,15056453037294
525,15056453697795
526,15056453423299
527,15056453720982
528,15056453856748
529,15056453865402
530,15056453635294
531,15056453785020
532,15056453135196
533,15056453151840
534,15056453625663
535,15056453433659
536,15056453672973
537,15056453316116
538,15056453196992
539,15056453660625
540,15056453546211
541,15056453096233
542,15056453235873
543,15056453459317
544,15056453608871
545,15056453892892
546,15056453266401
547,15056453953828
548,15056453229483
549,15056453848660
550,15056453416024
551,15056453082436
552,15056453576418
553,15056453184208
554,15056453292699
555,15056453354289
556,15056453362482
557,15056453346536
558,15056453806296
559,15056453690504
560,15056453476021
561,15056453603917
562,15056453314242
563,15056453470125
564,15056453887276
565,15056453393396
566,15056453434390
567,15056453245060
568,15056453065104
569,15056453889445
570,15056453676437
571,15056453028215
572,15056453388036
573,15056453135289
574,15056453960491
575,15056453749830
576,15056453132267
577,15056453494177
578,15056453658661
579,15056453322127
580,15056453864775
581,15056453240571
582,15056453466208
583,15056453015455
584,15056453226055
585,15056453244391
586,15056453775564
587,15056453771998
588,15056453597782
589,15056453005759
590,15056453255899
591,15056453308513
592,15056453013637
593,15056453236267
594,15056453964453
595,15056453914372
596,15056453300688
597,15056453248656
598,15056453971651
599,15056453407919
600,15056453411753
601,15056453302853
602,15056453758523
603,15056453994353
604,15056453159854
605,15056453220667
606,15056453147855
607,15056453098181
608,15056453902215
609,15056453398031
610,15056453988745
611,15056453107671
612,15056453628921
613,15056453655502
614,15056453345627
615,15056453656071
616,15056453601354
617,15056453037320
618,15056453085158
619,15056453403183
620,15056453807024
621,15056453844922
622,15056453157137
623,15056453111000
624,15056453879139
625,15056453723202
626,15056453561543
627,15056453714500
628,15056453067468
629,15056453009640
630,15056453013873
631,15056453071249
632,15056453782690
633,15056453263775
634,15056453367252
635,15056453818717
636,15056453832466
637,15056453265600
638,15056453403860
639,15056453720153
640,15056453616184
641,15056453079184
642,15056453935963
643,15056453709079
644,15056453104584
645,15056453959069
646,15056453510792
647,15056453051961
648,15056453780399
649,15056453448531
650,15056453789683
651,15056453898773
652,15056453910052
653,15056453839272
654,15056453964141
655,15056453291902
656,15056453759385
657,15056453497353
658,15056453891753
659,15056453002243
660,15056453628169
661,15056453388638
662,15056453519997
663,15056453861245
664,15056453541214
665,15056453878306
666,15056453243799
667,15056453709800
668,15056453511152
669,15056453942712
670,15056453867706
671,15056453162029
672,15056453630581
673,15056453885954
674,15056453783631
675,15056453062003
676,15056453852445
677,15056453482737
678,15056453710395
679,15056453969118
680,15056453765139
681,15056453894021
682,15056453172262
683,15056453493475
684,15056453228392
685,15056453235381
686,15056453940183
687,15056453589924
688,15056453824895
689,15056453319226
690,15056453298687
691,15056453228107
692,15056453294519
693,15056453986612
694,15056453151375
695,15056453606728
696,15056453352074
697,15056453901412
698,15056453900832
699,15056453721788
700,15056453807083
701,15056453253607
702,15056453810685
703,15056453034455
704,15056453157857
705,15056453656141
706,15056453503911
707,15056453097876
708,15056453346459
709,15056453176630
710,15056453808084
711,15056453574383
712,15056453147237
713,15056453618748
714,15056453047489
715,15056453166116
716,15056453401769
717,15056453754334
718,15056453470523
719,15056453729754
720,15056453461923
721,15056453085858
722,15056453825355
723,15056453479851
724,15056453601707
725,15056453313231
726,15056453183899
727,15056453739534
728,15056453922504
729,15056453951831
730,15056453805351
731,15056453880014
732,15056453227678
733,15056453716282
734,15056453275177
735,15056453951178
736,15056453104955
737,15056453107417
738,15056453264626
739,15056453049879
740,15056453111844
741,15056453828802
742,15056453387081
743,15056453907761
744,15056453633811
745,15056453231973
746,15056453220536
747,15056453889119
748,15056453973188
749,15056453583824
750,15056453352974
751,15056453787302
752,15056453341767
753,15056453457140
754,15056453855345
755,15056453340630
756,15056453994804
757,15056453418063
758,15056453000047
759,15056453907767
760,15056453933931
761,15056453208480
762,15056453992472
763,15056453154081
764,15056453618891
765,15056453541755
766,15056453954425
767,15056453354333
768,15056453023654
769,15056453634039
770,15056453465545
771,15056453935341
772,15056453842610
773,15056453517957
774,15056453664289
775,15056453678335
776,15056453472180
777,15056453509093
778,15056453610261
779,15056453125871
780,15056453021399
781,15056453338643
782,15056453808087
783,15056453544961
784,15056453846142
785,15056453739566
786,15056453579576
787,15056453931986
788,15056453203418
789,15056453251779
790,15056453216475
791,15056453225190
792,15056453056684
793,15056453851470
794,15056453960241
795,15056453764954
796,15056453356677
797,15056453469990
798,15056453344291
799,15056453534331
800,15056453479135
801,15056453600624
802,15056453792765
803,15056453826693
804,15056453706692
805,15056453880647
806,15056453318366
807,15056453486591
808,15056453705965
809,15056453811125
810,15056453166007
811,15056453761988
812,15056453426101
813,15056453688925
814,15056453370116
815,15056453964124
816,15056453510434
817,15056453760565
818,15056453428192
819,15056453612443
820,15056453567157
821,15056453410064
822,15056453933989
823,15056453288998
824,15056453682693
825,15056453448290
826,15056453503096
827,15056453496408
828,15056453299990
829,15056453138317
830,15056453618414
831,15056453626955
832,15056453110033
833,15056453632140
834,15056453434657
835,15056453063980
836,15056453636501
837,15056453482966
838,15056453809823
839,15056453565219
840,15056453447163
841,15056453682512
842,15056453936823
843,15056453205830
844,15056453404141
845,15056453560498
846,15056453848391
847,15056453873225
848,15056453865527
849,15056453770644
850,15056453194856
851,15056453749154
852,15056453352887
853,15056453083703
854,15056453995284
855,15056453815940
856,15056453840081
857,15056453467276
858,15056453403116
859,15056453440648
860,15056453371067
861,15056453013231
862,15056453059542
863,15056453631639
864,15056453542062
865,15056453757489
866,15056453184341
867,15056453298415
868,15056453411713
869,15056453049329
870,15056453172625
871,15056453338411
872,15056453516830
873,15056453223802
874,15056453631061
875,15056453049703
876,15056453179966
877,15056453129255
878,15056453903362
879,15056453718692
880,15056453524232
881,15056453591457
882,15056453736342
883,15056453838879
884,15056453523106
885,15056453485906
886,15056453764164
887,15056453487520
888,15056453267433
889,15056453597238
890,15056453364712
891,15056453887497
892,15056453670822
893,15056453837117
894,15056453883089
895,15056453564202
896,15056453804673
897,15056453722545
898,15056453890499
899,15056453655537
900,15056453983682
901,15056453435928
902,15056453255727
903,15056453527642
904,15056453780807
905,15056453252040
906,15056453574140
907,15056453971243
908,15056453842606
909,15056453834645
910,15056453112951
911,15056453180682
912,15056453547205
913,15056453849347
914,15056453177136
915,15056453513737
916,15056453437171
917,15056453594086
918,15056453635218
919,15056453792277
920,15056453808036
921,15056453968773
922,15056453287266
923,15056453463183
924,15056453299234
925,15056453163167
926,15056453246253
927,15056453721461
928,15056453443840
929,15056453006936
930,15056453519361
931,15056453865579
932,15056453256336
933,15056453613217
934,15056453046227
935,15056453538236
936,15056453314770
937,15056453213712
938,15056453866590
939,15056453795871
940,15056453227072
941,15056453694027
942,15056453378143
943,15056453782407
944,15056453094963
945,15056453767338
946,15056453337678
947,15056453684656
948,15056453909139
949,15056453862562
950,15056453222288
951,15056453448947
952,15056453218630
953,15056453650753
954,15056453793660
955,15056453966653
956,15056453166545
957,15056453767441
958,15056453397726
959,15056453815306
960,15056453947514
961,15056453648887
962,15056453340703
963,15056453540542
964,15056453646028
965,15056453262825
966,15056453751047
967,15056453615843
968,15056453603977
969,15056453017428
970,15056453087390
971,15056453415222
972,15056453051137
973,15056453824958
974,15056453286696
975,15056453046285
976,15056453698426
977,15056453662558
978,15056453023572
979,15056453369895
980,15056453179227
981,15056453317233
982,15056453316977
983,15056453203076
984,15056453568479
985,15056453435409
986,15056453204740
987,15056453344481
988,15056453615751
989,15056453079745
990,15056453088486
991,15056453246253
992,15056453546419
993,15056453585944
994,15056453549174
995,15056453786096
996,15056453321046
997,15056453867480
998,15056453753403
999,15056453135609
1000,15056453010017
1001,15056453222410
1002,15056453605974
1003,15056453843901
1004,15056453497255
1005,15056453563550
1006,15056453713999
1007,15056453102276
1008,15056453257249
1009,15056453368053
1010,15056453722098
1011,15056453377791
1012,15056453204164
1013,15056453397072
1014,15056453473384
1015,15056453951916
1016,15056453684468
1017,15056453321367
1018,15056453868446
1019,15056453214880
1020,15056453603391
1021,15056453506065
1022,15056453648778
1023,15056453930931
1024,15056453026567
1025,15056453129466
1026,15056453799087
1027,15056453642610
1028,15056453845928
1029,15056453208866
1030,15056453166395
1031,15056453240128
1032,15056453663740
1033,15056453663666
1034,15056453817755
1035,15056453440241
1036,15056453717540
1037,15056453037844
1038,15056453950243
1039,15056453480198
1040,15056453805808
1041,15056453404229
1042,15056453108902
1043,15056453107634
1044,15056453011752
1045,15056453507134
1046,15056453401850
1047,15056453136720
1048,15056453670507
1049,15056453470243
1050,15056453414203
1051,15056453968959
1052,15056453904308
1053,15056453707020
1054,15056453227389
1055,15056453718668
1056,15056453322068
1057,15056453717220
1058,15056453657779
1059,15056453207739
1060,15056453906857
1061,15056453758018
1062,15056453168238
1063,15056453561222
1064,15056453362045
1065,15056453949518
1066,15056453911247
1067,15056453972184
1068,15056453477201
1069,15056453537377
1070,15056453009993
1071,15056453137663
1072,15056453743381
1073,15056453979020
1074,15056453601563
1075,15056453749866
1076,15056453578803
1077,15056453846924
1078,15056453284973
1079,15056453528012
1080,15056453215462
1081,15056453032825
1082,15056453518137
1083,15056453459518
1084,15056453646855
1085,15056453981201
1086,15056453365078
1087,15056453741332
1088,15056453890485
1089,15056453843935
1090,15056453890673
1091,15056453300635
1092,15056453324275
1093,15056453374472
1094,15056453259294
1095,15056453328692
1096,15056453531283
1097,15056453432197
1098,15056453856827
1099,15056453242923
1100,15056453376460
1101,15056453049190
1102,15056453874771
1103,15056453749709
1104,15056453370186
1105,15056453199404
1106,15056453875694
1107,15056453120182
1108,15056453191792
1109,15056453857079
1110,15056453025968
1111,15056453431269
1112,15056453646501
1113,15056453947313
1114,15056453420458
1115,15056453405411
1116,15056453114436
1117,15056453544869
1118,15056453239577
1119,15056453781236
1120,15056453372227
1121,15056453003188
1122,15056453158036
1123,15056453084316
1124,15056453130511
1125,15056453432739
1126,15056453711593
1127,15056453634861
1128,15056453409008
1129,15056453570533
1130,15056453741003
1131,15056453445927
1132,15056453276321
1133,15056453989683
1134,15056453450209
1135,15056453052142
1136,15056453214193
1137,15056453230958
1138,15056453315381
1139,15056453301350
1140,15056453260246
1141,15056453390951
1142,15056453068982
1143,15056453628994
1144,15056453562563
1145,15056453219725
1146,15056453580864
1147,15056453534048
1148,15056453576511
1149,15056453703892
1150,15056453462889
1151,15056453455259
1152,15056453932522
1153,15056453319227
1154,15056453648626
1155,15056453625805
1156,15056453427744
1157,15056453672667
1158,15056453670541
1159,15056453532446
1160,15056453485649
1161,15056453863178
1162,15056453664130
1163,15056453193801
1164,15056453774121
1165,15056453942389
1166,15056453996122
1167,15056453075229
1168,15056453801508
1169,15056453723380
1170,15056453232682
1171,15056453943075
1172,15056453808312
1173,15056453516304
1174,15056453891486
1175,15056453293712
1176,15056453554001
1177,15056453775114
1178,15056453050748
1179,15056453359968
1180,15056453143421
1181,15056453830430
1182,15056453499615
1183,15056453697124
1184,15056453515168
1185,15056453026653
1186,15056453359827
1187,15056453996362
1188,15056453466949
1189,15056453584080
1190,15056453139338
1191,15056453195804
1192,15056453645048
1193,15056453476097
1194,15056453567650
1195,15056453923678
1196,15056453544883
1197,15056453561845
1198,15056453457910
1199,15056453874359
1200,15056453536268
1201,15056453507310
1202,15056453058894
1203,15056453670693
1204,15056453529466
1205,15056453180836
1206,15056453812928
1207,15056453263911
1208,15056453679555
1209,15056453624609
1210,15056453485170
1211,15056453062970
1212,15056453153779
1213,15056453718112
1214,15056453346428
1215,15056453355589
1216,15056453090662
1217,15056453293879
1218,15056453016247
1219,15056453300770
1220,15056453445172
1221,15056453366330
1222,15056453038499
1223,15056453421455
1224,15056453618683
1225,15056453204796
1226,15056453543330
1227,15056453160161
1228,15056453516709
1229,15056453888281
1230,15056453570914
1231,15056453232230
1232,15056453139469
1233,15056453544592
1234,15056453709871
1235,15056453558294
1236,15056453520970
1237,15056453132689
1238,15056453257383
1239,15056453096161
1240,15056453749307
1241,15056453939426
1242,15056453717688
1243,15056453603599
1244,15056453547947
1245,15056453039099
1246,15056453603433
1247,15056453906484
1248,15056453715723
1249,15056453366990
1250,15056453066512
1251,15056453437252
1252,15056453435144
1253,15056453060930
1254,15056453830960
1255,15056453233608
1256,15056453372261
1257,15056453052681
1258,15056453903324
1259,15056453421221
1260,15056453568587
1261,15056453089148
1262,15056453144353
1263,15056453530557
1264,15056453678784
1265,15056453280821
1266,15056453812488
1267,15056453307264
1268,15056453454410
1269,15056453624536
1270,15056453661150
1271,15056453685188
1272,15056453924851
1273,15056453671802
1274,15056453959605
1275,15056453389148
1276,15056453850564
1277,15056453526911
1278,15056453433301
1279,15056453898378
1280,15056453302118
1281,15056453826822
1282,15056453050719
1283,15056453067329
1284,15056453908158
1285,15056453993408
1286,15056453584678
1287,15056453222181
1288,15056453090290
1289,15056453275571
1290,15056453302554
1291,15056453490165
1292,15056453760805
1293,15056453490890
1294,15056453848626
1295,15056453775001
1296,15056453991693
1297,15056453075718
1298,15056453383846
1299,15056453238256
1300,15056453128025
1301,15056453521839
1302,15056453943050
1303,15056453484287
1304,15056453741204
1305,15056453953609
1306,15056453783999
1307,15056453413485
1308,15056453150221
1309,15056453881619
1310,15056453364885
1311,15056453971547
1312,15056453015691
1313,15056453535423
1314,15056453701598
1315,15056453280295
1316,15056453334818
1317,15056453745061
1318,15056453126393
1319,15056453273920
1320,15056453313247
1321,15056453598966
1322,15056453078978
1323,15056453030198
1324,15056453216750
1325,15056453851704
1326,15056453558025
1327,15056453489112
1328,15056453898874
1329,15056453728454
1330,15056453771234
1331,15056453754127
1332,15056453451748
1333,15056453912968
1334,15056453947910
1335,15056453285069
1336,15056453669217
1337,15056453092715
1338,15056453002942
1339,15056453093841
1340,15056453474956
1341,15056453288982
1342,15056453080488
1343,15056453795452
1344,15056453376183
1345,15056453900425
1346,15056453150128
1347,15056453624026
1348,15056453628568
1349,15056453463113
1350,15056453062371
1351,15056453895439
1352,15056453730572
1353,15056453223104
1354,15056453468995
1355,15056453246871
1356,15056453883719
1357,15056453390175
1358,15056453247831
1359,15056453030547
1360,15056453934258
1361,15056453107880
1362,15056453243269
1363,15056453802571
1364,15056453201559
1365,15056453730331
1366,15056453957498
1367,15056453716727
1368,15056453404313
1369,15056453481581
1370,15056453350059
1371,15056453567329
1372,15056453193039
1373,15056453270721
1374,15056453823541
1375,15056453111741
1376,15056453195852
1377,15056453532561
1378,15056453777694
1379,15056453973415
1380,15056453232581
1381,15056453616998
1382,15056453488844
1383,15056453557218
1384,15056453226849
1385,15056453532354
1386,15056453427557
1387,15056453502991
1388,15056453697823
1389,15056453450457
1390,15056453355803
1391,15056453681753
1392,15056453941124
1393,15056453212083
1394,15056453032565
1395,15056453040973
1396,15056453320486
1397,15056453680783
1398,15056453665238
1399,15056453070610
1400,15056453410057
1401,15056453609330
1402,15056453847520
1403,15056453524146
1404,15056453104258
1405,15056453900951
1406,15056453859569
1407,15056453039179
1408,15056453837126
1409,15056453231174
1410,15056453095713
1411,15056453407027
1412,15056453967389
1413,15056453904380
1414,15056453820369
1415,15056453939500
1416,15056453228627
1417,15056453321448
1418,15056453273147
1419,15056453212219
1420,15056453818621
1421,15056453601025
1422,15056453874392
1423,15056453003814
1424,15056453104612
1425,15056453227373
1426,15056453447469
1427,15056453247786
1428,15056453286682
1429,15056453626628
1430,15056453793047
1431,15056453933402
1432,15056453385572
1433,15056453884491
1434,15056453937839
1435,15056453934643
1436,15056453690223
1437,15056453281796
1438,15056453643808
1439,15056453480261
1440,15056453903348
1441,15056453741528
1442,15056453286534
1443,15056453884592
1444,15056453445021
1445,15056453948661
1446,15056453471899
1447,15056453151551
1448,15056453332031
1449,15056453735793
1450,15056453540718
1451,15056453354647
1452,15056453154763
1453,15056453342325
1454,15056453186131
1455,15056453328658
1456,15056453644702
1457,15056453316803
1458,15056453927816
1459,15056453891853
1460,15056453245757
1461,15056453161909
1462,15056453442238
1463,15056453632569
1464,15056453398423
1465,15056453995337
1466,15056453040320
1467,15056453798446
1468,15056453445893
1469,15056453305013
1470,15056453884557
1471,15056453557002
1472,15056453197697
1473,15056453470912
1474,15056453778353
1475,15056453961836
1476,15056453269607
1477,15056453847728
1478,15056453283562
1479,15056453166010
1480,15056453576546
1481,15056453706996
1482,15056453260637
1483,15056453426855
1484,15056453984264
1485,15056453503744
1486,15056453374675
1487,15056453547538
1488,15056453774768
1489,15056453060805
1490,15056453570236
1491,15056453692950
1492,15056453473262
1493,15056453531011
1494,15056453158247
1495,15056453639685
1496,15056453104082
1497,15056453320963
1498,15056453208937
1499,15056453413853
1500,15056453087224
1501,15056453085598
1502,15056453493440
1503,15056453798558
1504,15056453700792
1505,15056453486390
1506,15056453150086
1507,15056453228773
1508,15056453492667
1509,15056453614828
1510,15056453697888
1511,15056453029884
1512,15056453120390
1513,15056453661831
1514,15056453936498
1515,15056453966757
1516,15056453940190
1517,15056453296001
1518,15056453188015
1519,15056453409747
1520,15056453288252
1521,15056453644151
1522,15056453999474
1523,15056453521924
1524,15056453684756
1525,15056453811057
1526,15056453523190
1527,15056453001107
1528,15056453717250
1529,15056453191818
1530,15056453347468
1531,15056453672228
1532,15056453278232
1533,15056453243726
1534,15056453961563
1535,15056453065124
1536,15056453236149
1537,15056453467015
1538,15056453825667
1539,15056453078557
1540,15056453529265
1541,15056453314708
1542,15056453962292
1543,15056453041379
1544,15056453606192
1545,15056453809419
1546,15056453889861
1547,15056453240461
1548,15056453088348
1549,15056453502546
1550,15056453663846
1551,15056453936530
1552,15056453730586
1553,15056453188815
1554,15056453440397
1555,15056453217591
1556,15056453762212
1557,15056453348943
1558,15056453816774
1559,15056453113670
1560,15056453674212
1561,15056453235155
1562,15056453673169
1563,15056453765397
1564,15056453834968
1565,15056453718315
1566,15056453130550
1567,15056453584719
1568,15056453623661
1569,15056453781161
1570,15056453370661
1571,15056453200272
1572,15056453732375
1573,15056453657169
1574,15056453070961
1575,15056453246597
1576,15056453178236
1577,15056453231658
1578,15056453358909
1579,15056453145533
1580,15056453852966
1581,15056453170689
1582,15056453471466
1583,15056453487921
1584,15056453923044
1585,15056453205687
1586,15056453096696
1587,15056453912167
1588,15056453017946
1589,15056453756539
1590,15056453957769
1591,15056453085045
1592,15056453650733
1593,15056453575062
1594,15056453123636
1595,15056453534955
1596,15056453130924
1597,15056453302356
1598,15056453074738
1599,15056453273467
1600,15056453521410
1601,15056453161226
1602,15056453952941
1603,15056453239566
1604,15056453645919
1605,15056453953691
1606,15056453917557
1607,15056453845726
1608,15056453704633
1609,15056453527224
1610,15056453811732
1611,15056453333840
1612,15056453140396
1613,15056453990686
1614,15056453575015
1615,15056453810874
1616,15056453514044
1617,15056453446955
1618,15056453763220
1619,15056453069105
1620,15056453855118
1621,15056453237207
1622,15056453787770
1623,15056453934468
1624,15056453460556
1625,15056453577328
1626,15056453306911
1627,15056453213087
1628,15056453820712
1629,15056453943694
1630,15056453983975
1631,15056453558738
1632,15056453556814
1633,15056453337271
1634,15056453635490
1635,15056453122879
1636,15056453782729
1637,15056453142847
1638,15056453960180
1639,15056453290468
1640,15056453920811
1641,15056453560048
1642,15056453372649
1643,15056453055907
1644,15056453834198
1645,15056453757974
1646,15056453705657
1647,15056453399291
1648,15056453977402
1649,15056453581399
1650,15056453463375
1651,15056453215975
1652,15056453594591
1653,15056453869291
1654,15056453289843
1655,15056453186758
1656,15056453431680
1657,15056453038098
1658,15056453495747
1659,15056453634085
1660,15056453734301
1661,15056453530104
1662,15056453669748
1663,15056453006835
